,income
18059,0
36009,0
10182,0
26411,0
34596,0
31994,0
22217,0
38650,1
29607,0
3629,0
20056,0
31629,0
4470,1
28306,0
13273,0
17389,0
20385,0
17261,1
13724,0
38949,0
805,1
39973,1
28829,0
46729,0
40137,0
47217,0
8333,1
14978,0
18857,0
12154,0
33631,0
40536,1
41672,0
17810,0
24400,1
46835,1
38982,0
22943,1
12546,1
23754,0
37185,0
3595,1
24032,0
36667,0
37468,0
46054,0
35031,0
27772,1
9493,1
16438,1
39704,0
23469,0
485,0
47631,0
41778,0
46990,0
8100,0
13901,0
41691,0
29848,0
46998,0
46700,0
34033,0
10967,0
33485,0
31893,0
30745,0
4679,0
8330,0
21480,0
47154,0
36658,0
34864,0
20923,1
22901,0
12589,0
19086,0
47923,1
9194,1
41481,0
44124,0
36549,0
26700,0
38795,0
15493,0
27730,0
515,0
2876,0
3079,1
35119,0
12065,0
19273,0
39998,1
19940,0
34091,0
38804,0
39088,0
21960,1
35419,0
45554,0
36275,0
32179,1
10925,0
47935,0
35829,0
27239,0
14251,0
18585,0
48288,0
45570,0
48488,0
45147,0
7946,0
1389,0
13757,0
12732,1
508,0
5622,0
18475,0
3208,0
42921,0
42102,0
197,1
48611,0
25854,0
324,0
47009,0
47984,1
2888,0
443,1
9421,0
23619,1
11673,0
5260,0
21022,0
26865,1
16304,0
13163,1
41824,0
18260,0
1233,0
21213,1
9947,0
25634,1
17840,1
41222,0
810,0
24239,0
47319,0
7158,0
45605,0
29485,0
45877,0
22824,0
9983,0
25882,1
39640,1
7635,0
12430,0
4264,1
27200,0
21863,0
8128,0
26710,1
45498,1
18566,1
40275,0
35013,0
9948,0
3371,0
17132,0
5374,1
16827,0
42570,0
34384,0
8544,0
15029,0
39089,0
27731,0
37993,0
11127,0
33629,0
24254,0
31180,1
20000,0
9624,0
12245,0
27246,0
9180,1
26762,0
34238,0
17792,1
42423,0
6090,0
1692,0
14259,1
24240,0
40748,1
27249,0
38912,1
19511,0
22258,0
21449,1
26463,0
31727,1
36276,0
23825,0
48075,0
38472,0
9872,0
35267,0
5702,1
24662,1
14999,1
7303,0
5196,1
28500,0
9971,0
39849,0
2896,1
21803,0
13370,1
47019,0
47682,1
16158,0
34500,0
16763,1
924,0
2971,1
12290,0
16934,0
12746,1
5818,0
21974,0
41550,0
12869,0
40153,0
45098,0
24114,0
10630,0
48824,0
35931,0
2786,0
15761,0
14637,0
29309,0
11599,0
37144,1
29641,0
30549,1
19350,0
10042,1
26480,0
44492,0
5300,0
48727,0
4910,0
25109,0
28526,0
39214,0
43020,0
14854,0
8912,1
15176,0
24350,0
16311,0
16735,0
37957,0
5958,0
10573,0
32705,0
6320,0
11731,0
1473,0
22289,1
13417,0
4800,0
3003,0
16499,0
15714,0
9219,0
32960,0
27950,1
44976,0
16834,0
46010,0
37035,0
4510,0
26857,1
40567,1
14787,1
17144,0
25465,1
25443,0
19353,1
32671,0
23055,1
24342,0
15518,0
23764,0
24590,1
6604,0
24573,0
25447,0
26574,0
44055,0
23803,0
34150,0
46867,0
27435,1
9951,0
44573,0
29194,0
38112,0
13074,0
6009,0
48471,0
17616,0
19753,1
15013,0
41017,0
21215,1
338,0
3511,0
42473,1
25103,0
17675,1
5404,0
42411,1
1388,0
22197,1
47195,0
35170,0
17000,1
36284,0
34363,0
22709,0
1128,0
19556,0
10317,1
8503,0
5866,0
36892,1
44140,0
30065,0
26905,1
35997,0
5684,0
24341,0
5562,0
1198,0
40306,0
29882,0
13301,1
7021,1
11104,0
41274,0
30464,0
9799,1
21746,0
34877,1
27956,0
25375,0
37676,0
3767,0
26916,0
8018,0
6728,1
34572,0
26084,0
24961,1
20630,0
26262,0
23587,1
9290,0
8517,0
25708,1
9965,0
43068,0
28798,1
6119,0
24630,1
42390,0
14583,1
14468,0
44316,0
7179,0
44146,0
25613,1
40521,0
4518,1
27423,0
41195,1
30814,0
38116,0
27643,0
15708,1
1049,1
37705,0
14546,1
25596,0
36818,0
29595,0
48106,0
37850,0
13599,1
10434,0
8943,0
36400,1
47765,0
47968,0
38150,1
48347,0
9198,1
41152,1
39576,0
42097,0
18766,0
34336,0
29797,0
29302,0
30053,0
26604,0
37783,0
45631,1
1700,0
11635,0
3359,1
2273,0
37405,1
9396,0
10382,0
36975,0
2629,0
16695,0
43862,1
40686,0
48066,0
36773,0
20076,1
47797,0
46616,1
7177,1
14341,0
35879,0
46435,1
44306,0
47074,1
25549,0
13104,0
2245,1
3672,0
6878,0
22078,1
6791,0
47014,1
35026,0
24438,0
15028,0
37346,0
43652,0
46020,0
9782,0
7120,1
11109,0
15091,0
15235,0
2032,0
28016,0
41252,0
20709,0
11844,0
18873,1
21186,0
11312,0
34249,0
39300,0
25159,0
21412,0
48733,0
29372,0
22993,0
31971,0
24905,0
4745,0
19374,0
24308,0
5954,0
40562,0
4697,0
42315,0
6358,0
16102,1
27920,0
16918,1
10698,0
2549,0
44729,0
3892,1
32763,0
17251,0
16193,0
5916,0
16544,0
41877,0
32003,0
37589,0
25124,0
27431,0
639,1
32795,0
844,1
30765,0
24361,0
32958,0
13840,1
6867,0
28491,0
3402,0
10223,0
8516,0
25903,0
38054,1
34612,0
15642,1
45186,0
3082,0
38557,0
48561,1
36519,0
38362,1
24856,0
14841,0
40957,0
20917,0
22611,1
42641,1
24914,0
5812,0
2751,0
6691,0
22469,0
36723,0
2052,0
1433,0
14700,0
21988,0
21927,1
25865,0
23245,0
40606,0
34161,1
48276,0
34045,0
25121,1
23674,0
4378,1
17327,1
14283,0
4177,1
11533,0
18916,1
34528,1
33,0
37648,0
2173,0
47479,1
32389,1
33932,0
44803,0
17117,0
26188,1
44999,1
34973,0
7394,0
30792,1
34364,0
41390,0
6261,0
28862,0
37751,1
32733,0
38099,0
19474,1
6943,0
28290,0
14118,1
4025,0
7384,0
27675,0
19916,0
34122,0
3744,0
12159,0
15608,1
6362,0
24294,0
33988,0
15133,1
42190,0
40182,0
30581,0
22927,0
42601,0
48224,0
46772,0
35132,0
9264,0
34681,0
35046,0
1596,0
4487,0
9830,0
1467,0
45983,0
1519,0
14278,0
41732,1
22311,0
6628,0
17464,0
22291,0
30013,0
34486,0
13542,0
43061,1
10880,0
40872,0
2882,0
10852,0
43762,0
19248,0
6456,0
28004,0
9629,1
11122,0
31859,0
17470,0
34378,0
38378,0
8021,1
34000,0
3189,0
27366,0
34036,0
25060,0
16792,0
9256,0
25553,1
30177,0
23609,0
4304,1
5949,0
27327,0
544,0
39452,0
28166,0
2817,1
26936,1
3039,1
21779,1
8352,0
12580,0
33413,0
44645,0
18685,0
38901,0
44759,1
42981,0
42499,0
19253,0
34283,0
15423,0
42894,0
11147,1
24197,0
33008,0
8012,0
23386,0
12274,0
25624,0
21063,1
19930,0
17442,0
31103,0
17296,0
46193,0
41682,0
30610,1
34949,0
15939,0
30224,0
32957,1
46389,0
6341,0
15597,0
3740,1
31342,0
29193,0
35062,0
3538,1
10598,0
30825,0
15458,0
27910,0
31462,0
35214,0
8336,0
32627,1
31151,1
20247,0
6887,0
10243,0
25072,1
48666,0
25395,0
21077,1
8676,0
3917,0
4097,1
18671,0
16559,0
32102,1
72,1
40573,0
24359,0
10144,1
13476,0
43898,1
35731,0
14632,0
282,0
30089,0
18236,0
40287,0
16936,1
41804,0
11605,0
35709,0
26089,1
34909,0
21911,0
31263,0
24736,0
47942,0
20012,0
28471,1
7547,0
10585,0
33156,0
19506,1
6596,0
23394,0
3809,1
2216,0
26479,0
19609,0
29312,0
19222,0
21654,0
14755,0
41850,0
47816,0
12300,1
8342,0
39311,0
36568,0
11277,0
41167,0
8883,1
47508,0
29085,0
9845,0
18126,1
42562,0
571,0
43737,0
3948,0
4832,1
45698,0
27304,0
46672,1
15819,0
10563,0
5546,0
24745,0
28032,0
14019,0
9702,0
11135,0
29817,0
4311,1
37875,0
42720,0
16896,0
4596,0
45448,0
46313,0
4584,1
22952,0
36263,0
4354,1
2246,0
23239,0
20222,0
29707,0
2256,0
3671,0
46769,0
27802,0
39006,0
6578,0
24623,0
8007,0
42313,0
27061,0
21238,0
30546,1
22280,1
36553,0
34852,1
12898,1
14884,0
28465,0
7968,1
26431,0
17567,1
2599,1
33342,1
40230,0
43878,0
6641,0
16786,0
14090,0
21992,1
32600,0
38881,0
22874,0
37034,0
44761,0
8000,1
26900,0
9548,0
35623,0
14954,0
17918,0
7014,0
2409,0
34566,0
17542,0
22434,0
4151,0
10380,0
21114,0
45258,0
2558,0
6384,1
28844,0
41933,0
11501,0
36672,0
14465,0
15310,0
47120,0
45141,0
44149,1
17107,0
207,0
28969,1
47021,0
25612,0
30259,1
46534,0
15614,0
17271,1
34746,0
8185,0
13425,0
23183,1
42022,1
31729,1
48712,0
29780,1
17829,0
33819,0
25442,0
18354,0
11123,0
11639,1
33168,0
30624,0
17073,0
32937,0
22732,1
40124,0
47724,0
2754,0
41359,0
7086,0
6428,0
32160,0
10716,1
30,0
7199,1
43424,0
20356,0
45945,1
11210,0
15709,0
46219,1
21947,0
38506,0
4508,0
5365,0
28693,0
10918,0
40798,0
9470,0
20760,0
20308,0
38935,0
22282,1
37800,1
5176,1
14306,0
30146,0
9497,0
25108,1
38698,0
17232,0
21714,0
40063,0
4074,0
22618,0
19090,0
8624,0
35281,1
20107,0
44966,0
20683,1
31127,0
19955,0
45360,0
371,0
41151,0
180,1
8682,1
3196,0
9822,1
17007,0
38329,0
14803,0
30758,0
22514,0
30124,0
37322,0
30840,1
19457,0
33756,0
27458,1
37334,1
25002,0
4326,0
24967,0
36887,0
14627,0
41141,0
21301,1
5108,1
22988,0
26629,0
47560,1
30723,0
1202,0
28640,0
5373,0
16542,0
23486,0
28953,0
29132,0
30876,0
40825,0
17047,0
14719,0
2544,0
39131,0
40305,0
23081,0
20470,0
18481,1
31635,0
36253,1
33407,1
45758,0
48721,0
186,0
47123,1
20656,0
34400,0
17392,0
31739,0
31385,0
17204,0
9736,1
18686,0
2365,0
11144,0
15837,0
19791,1
10480,0
1644,0
4530,0
31759,0
37542,0
21121,0
48694,0
40501,0
40132,0
26867,0
16581,0
25528,0
24878,0
22503,1
19888,0
14394,1
7492,1
3941,0
47428,0
43933,1
31642,0
20586,0
40998,0
32322,0
37997,1
33956,0
4567,0
30681,1
48511,0
8600,0
4812,1
42024,0
37644,1
41028,0
35765,0
45288,0
48012,0
28415,0
17748,0
37556,0
10259,0
31348,0
8457,0
7661,0
46097,0
21982,0
40046,0
34338,0
43318,0
11367,0
3869,0
46505,0
25405,0
14032,0
46961,0
26271,0
4576,0
40473,0
1631,0
15696,0
31484,0
16990,0
17304,0
44400,1
10157,0
37018,0
22961,0
5802,0
5102,0
21513,0
35868,0
29737,0
27446,0
15513,1
48517,1
14950,1
45979,0
44608,0
32736,1
28570,1
29733,1
29220,0
39533,1
18868,1
6634,0
39785,0
14390,1
31864,0
26888,0
39247,1
16866,0
2471,0
34436,1
20253,0
35779,0
30113,0
32657,0
10821,0
43232,0
33152,1
21034,0
39076,1
776,0
39797,0
4565,0
34349,0
36319,1
3449,0
28234,1
33252,0
27851,0
33770,0
422,1
27389,0
40495,0
27036,0
27373,0
11604,1
990,0
38144,0
1369,0
45120,0
35204,0
48225,0
3258,0
36847,0
19757,0
8557,0
2250,0
42822,0
43422,0
38603,0
39263,0
48795,0
13136,0
11483,1
24948,0
19378,1
4127,1
24156,1
46617,1
32261,0
23721,1
32857,1
19137,0
15006,1
22316,0
43396,0
39954,0
36239,0
15152,0
22401,0
25158,1
30630,1
2777,0
29134,0
41931,0
8759,0
40896,0
26175,0
46743,0
27427,1
21444,0
24124,0
26325,0
22488,0
28203,0
17018,1
7506,0
6959,0
45932,1
27581,0
32364,0
30948,1
18715,1
43008,0
24620,0
32187,0
5721,0
43435,0
1008,1
24762,0
43546,0
17688,0
38700,1
19042,0
21372,0
36848,1
18038,0
18001,1
30965,0
37058,1
15620,0
10474,0
37250,0
18807,0
10131,0
28718,1
13524,0
47828,1
34396,0
24579,0
35075,0
23711,0
23597,0
23291,0
20945,0
33893,0
16789,1
38316,0
19210,0
4950,1
23874,1
18506,0
22073,0
43223,1
24453,1
20438,0
37759,0
26975,1
38594,0
4793,1
10362,1
5144,0
22519,1
29930,0
21656,0
29156,0
13505,1
11302,0
13180,0
13198,0
4623,0
23701,1
16952,0
23047,0
29140,0
3133,1
5416,0
11026,1
41774,0
42857,0
16613,0
20195,0
45347,0
39535,0
18849,0
25548,1
23716,1
6967,0
48478,1
19675,0
6890,1
28695,0
41351,0
26045,0
8865,0
41603,0
12764,0
24683,1
2133,0
19089,0
44052,0
25429,1
27009,0
37862,0
36544,0
15435,1
21737,0
12293,0
1525,0
25063,1
32921,0
4125,0
24379,1
27711,0
21074,0
19885,0
27523,0
47309,0
41831,0
13142,0
13503,0
26261,1
34301,1
43177,0
29783,1
904,0
17055,0
7693,0
14351,1
32060,0
11081,0
21955,0
4914,1
1809,0
23467,1
23089,1
11035,0
45783,0
26974,1
1534,0
38225,0
903,0
1503,1
10379,1
36853,1
2087,0
37056,0
19354,1
24622,0
4089,0
35219,0
16800,0
12729,0
41928,0
46427,0
22147,0
11364,0
26436,0
42151,0
43710,1
9335,0
16465,0
6570,0
9818,0
1865,0
42624,0
16473,0
47433,0
16142,0
9857,1
15883,0
46668,0
4888,1
25348,0
11998,0
18374,0
20292,1
875,1
32116,0
1429,1
42256,0
7309,1
44163,0
12819,1
12834,0
35066,0
39991,1
48253,1
26282,0
31684,1
2757,0
16170,1
29654,1
48544,0
4643,0
42837,0
31086,0
3939,0
12876,1
47266,0
26087,0
41663,0
23368,1
16246,1
29987,0
44847,0
44747,0
26077,0
33397,0
13862,1
23599,1
8506,1
42276,0
28224,1
16400,0
34167,0
47267,0
25164,0
6096,0
46192,1
47036,0
27346,0
35944,0
2878,0
26663,0
39042,0
35994,0
26956,0
27659,0
7792,0
25907,0
7541,0
17422,1
39253,1
27073,1
25973,1
32594,0
6295,1
802,0
8433,0
3372,0
29566,0
48603,0
8305,0
29994,0
28898,0
21349,0
25623,1
7150,0
42941,1
14384,1
6103,0
2069,0
25317,0
304,0
20753,0
43882,0
17642,1
3171,0
21317,0
18474,0
2767,1
14502,0
9281,0
20067,0
7417,0
15582,0
14215,0
30984,0
6610,0
39008,0
37917,1
25260,1
3107,1
41269,0
14868,0
6632,0
39275,0
4662,0
5431,1
27946,0
5498,0
38586,0
13519,0
24824,0
797,0
8250,0
21748,0
15083,0
19542,0
32676,0
4056,1
9536,0
39210,0
13129,0
15901,0
30684,1
18870,0
36583,1
1716,0
36828,0
851,0
24111,0
44822,0
28859,0
28507,0
20788,0
13552,0
21336,0
21861,0
24744,1
14129,0
36982,0
18836,0
47655,0
34099,1
21538,0
15526,0
44199,0
13669,1
47609,1
36707,0
34188,0
22658,0
15577,1
5939,0
23985,0
11769,0
16236,0
25070,0
38261,0
11080,1
23925,1
8719,0
16125,0
37805,0
38214,0
38078,1
17328,0
39736,1
15070,1
8099,0
23400,0
40859,0
33295,0
38563,0
7628,0
24191,1
23446,1
28414,0
40119,0
41794,0
26871,1
2193,0
30106,1
48134,0
3515,1
40832,0
21014,1
20549,1
25216,0
8766,0
24677,0
21231,0
46350,0
44674,0
43097,0
8884,0
39413,0
48725,0
24233,0
24625,1
21621,1
10263,0
12556,1
14381,0
21940,0
35318,1
12592,0
4653,0
25283,1
47692,0
26904,0
31530,0
34247,0
24529,0
9,1
32672,0
35193,0
6615,0
37054,0
9820,1
45242,0
45796,0
22445,0
41585,0
4725,0
15252,0
42141,0
13125,1
5695,0
37522,0
45373,0
48373,0
43701,0
37599,0
18891,0
39875,1
19490,0
20480,0
22279,1
30816,0
25163,1
37517,0
15221,0
25926,1
34461,1
25003,0
40597,1
1694,0
37442,1
7062,0
9135,0
28800,0
3685,0
11593,1
12933,1
42077,0
26483,0
11465,1
27149,1
48707,0
11627,0
22062,0
31192,0
30039,0
16758,1
27751,0
34345,0
12026,1
47025,0
5256,0
39790,0
25181,0
22623,0
7964,0
37584,0
29918,1
33718,1
34620,0
18101,1
449,0
45848,0
24974,0
28299,0
21805,0
46774,0
48738,0
300,1
26396,1
777,0
5064,0
5083,0
1197,0
36278,1
36091,0
22554,0
41666,0
30979,1
6163,0
611,0
19147,0
23366,1
45837,1
25194,0
40116,0
35761,0
3483,0
31047,0
39719,0
36660,0
2668,0
16284,1
48662,1
43856,1
18825,1
4144,0
15691,1
9365,0
42650,0
6739,0
32282,0
4110,0
35244,0
36427,1
1326,0
11868,0
17370,1
44569,1
4250,0
9545,0
1775,0
14358,0
15536,0
26988,1
48383,0
1652,0
28945,0
23732,0
38062,0
14387,0
41935,0
7305,1
955,0
41627,0
1797,0
16303,1
3124,0
13,0
14302,1
11543,0
15740,0
40765,0
41576,0
21086,1
5663,1
37680,0
40993,0
33937,1
21239,0
41128,0
31183,0
1914,0
37710,0
46582,0
15223,0
3048,0
4580,0
34793,1
20099,0
42500,1
44097,1
1859,1
24322,0
14373,0
46861,1
396,0
3855,0
4617,0
20270,0
42755,1
26738,0
10066,0
34685,0
37954,0
41113,0
43343,0
37782,0
41677,0
24441,1
44960,0
8670,0
28240,0
23969,0
36716,0
27030,0
29124,1
43803,1
4267,1
45850,0
15759,0
27572,0
26292,0
31485,0
10971,0
9479,0
28922,0
30296,0
7916,0
46865,0
40301,0
31189,1
42032,0
31365,1
35511,0
15275,1
30079,1
37252,0
18751,0
47017,0
10139,0
2058,0
28720,1
16657,1
7467,1
20999,0
37538,0
27288,0
23766,0
10701,0
44302,1
47791,0
11837,0
14367,1
28892,0
18886,0
36450,0
44766,0
12171,0
7509,0
21999,0
22985,1
40160,0
17174,0
18575,1
5043,0
37559,1
20481,0
14030,0
43292,0
20121,0
41445,0
27393,0
45311,0
37769,0
29330,0
14337,1
29045,0
3295,0
36993,0
25800,1
30568,0
42685,0
35505,1
23028,1
36761,0
15284,1
15305,0
36557,0
37569,0
33383,0
46337,0
29470,1
30695,1
45300,0
39038,1
8187,0
29659,0
4078,0
2661,0
41215,1
2476,0
9188,0
12987,0
11510,0
22231,0
18997,0
22870,1
16674,0
42838,1
41620,0
20615,0
40836,0
686,0
46669,0
4464,0
10557,1
4511,0
46837,0
29414,0
36014,1
37668,0
25744,0
15032,1
28928,1
6711,0
7218,0
40255,0
37095,0
14543,0
27493,0
16383,0
14652,1
26741,0
6663,0
16421,0
46071,0
879,0
34284,0
17541,0
9078,0
35786,0
569,0
43293,0
7649,1
15571,0
43431,0
29029,0
18966,0
37919,1
8103,0
34020,1
31394,0
26484,0
43325,0
600,0
36405,0
28428,1
9065,0
25547,0
43504,1
42316,0
48239,0
44770,1
24355,0
42577,0
36155,0
34570,1
44214,1
30179,0
5884,0
128,0
36452,0
38210,0
5336,0
15483,0
34712,1
39804,0
7298,0
22490,0
6750,0
27914,0
42637,0
48739,0
33892,1
24767,0
35589,0
14145,1
30127,1
15095,1
25713,1
1382,0
16479,0
19537,0
12408,0
30628,1
16088,0
9542,0
26314,0
21189,1
16972,0
48457,0
32462,1
9860,0
17768,0
368,1
45461,0
28589,0
8539,0
26894,0
33036,0
39992,0
47877,0
5751,0
1718,1
25954,0
28054,1
40416,0
25518,0
37735,0
25729,0
47268,0
46493,0
17412,0
29750,0
44987,0
9184,1
5422,0
16266,0
30843,1
24251,0
13323,0
29316,1
39284,0
15544,0
36188,0
3414,0
4589,0
1632,1
23473,0
48168,0
17194,0
266,0
22335,1
37673,0
36371,0
14157,0
10337,0
7184,1
34477,1
13483,1
45533,1
40960,1
46982,0
28768,0
16249,0
19529,0
9064,0
44529,0
13976,0
35336,0
34955,0
30848,0
29536,0
43070,0
16025,1
48082,0
23633,0
47696,0
2621,0
43270,0
39554,0
25299,0
46637,1
39015,1
41537,0
39803,0
22036,0
47175,1
3548,0
42764,0
42878,0
23680,0
11234,0
41565,0
12446,1
1570,0
8778,1
43411,0
25509,1
1065,0
30891,0
6088,0
15592,1
23038,0
48630,1
37590,0
16593,1
43476,0
12447,0
26786,0
40356,0
42723,0
20786,1
15585,0
47317,1
3904,0
25633,1
8772,0
11958,0
11462,0
41045,0
26923,1
22696,1
25288,1
39152,0
6374,0
34656,0
41647,0
39122,0
30563,0
36704,0
22812,1
9616,0
10724,0
14776,0
15309,0
39573,0
28506,1
19628,0
39895,0
12782,0
751,0
26819,0
29993,0
15567,1
12143,1
12921,0
47938,0
32386,1
26284,1
32095,0
30406,0
41548,0
33513,0
19589,0
4043,0
26934,1
13839,0
45034,0
39551,0
16580,0
21391,0
37246,0
20992,1
7038,0
18651,1
25246,0
9877,1
6718,0
39579,0
24171,1
7975,1
15055,0
42774,1
39627,0
38434,0
23045,1
15791,0
30016,1
30862,0
16151,1
6651,0
9214,0
22014,0
1616,1
5834,0
22731,0
710,0
13933,0
32403,0
11934,0
25908,1
8535,0
43819,1
7787,0
47073,1
23364,0
25169,0
31106,1
11457,0
3952,1
42031,1
25209,1
22156,1
17326,0
34231,0
5629,0
6064,0
34214,0
35367,0
4735,0
45920,0
30562,0
12563,0
21598,0
20508,0
17063,1
2466,0
10072,0
35788,0
16350,0
22733,1
46416,0
21574,0
9367,0
47423,0
30303,1
7776,0
42063,0
28061,0
1521,0
23475,0
5665,0
48776,1
9659,0
27498,0
19385,0
32868,0
20197,0
34778,0
3857,0
5764,1
2985,0
409,0
16671,0
46375,0
22292,0
44386,0
39361,0
13352,1
34218,0
21256,0
29649,0
8296,0
35656,0
18655,0
39876,0
16340,0
7783,0
7318,0
43466,0
16841,0
42940,0
13275,0
12141,1
13276,0
30058,1
17617,0
46731,0
29729,0
38724,0
28201,1
5749,0
36769,1
9326,0
31352,0
13665,0
13595,0
45134,0
11967,0
29497,0
40149,0
29297,0
41668,0
10594,1
2672,0
10889,0
32936,1
339,0
2663,1
40198,0
45089,1
5021,0
29453,0
36468,1
35610,0
28249,0
29937,0
38555,0
31853,0
20359,0
23927,0
32816,0
45277,0
5341,0
9057,0
30962,0
18570,0
7351,1
11036,0
36801,0
27379,0
20213,0
30140,0
45917,0
40666,0
13740,0
26383,0
9827,1
16177,1
39897,0
29821,0
19668,0
2127,0
147,0
15961,1
20180,0
46680,1
44346,0
6946,0
3943,0
17907,0
26162,0
37792,1
13600,0
24344,0
21889,0
32197,0
33099,1
11512,0
2206,1
42769,0
44189,0
25412,0
48345,1
44859,0
44436,1
8206,0
10683,0
47859,1
28900,1
39206,0
19359,0
15977,0
43207,0
7536,1
10000,0
29899,1
17130,1
4461,0
43433,0
42625,0
41485,1
42830,0
25755,0
25769,0
35025,0
44920,0
47558,0
20430,0
28797,0
27445,0
46524,0
46945,0
42041,0
40971,0
21859,0
15418,1
12629,0
20086,0
3983,1
781,0
38342,1
9994,0
10532,0
2617,0
45712,1
19040,0
7347,1
34259,0
2851,0
12944,0
16745,0
1112,0
39424,0
22920,0
45736,1
12183,0
43778,0
2457,0
7233,0
29710,0
43613,0
8708,0
9767,0
34882,0
822,0
20864,1
5332,0
13380,0
25631,0
20848,1
6805,0
9117,0
6607,0
24455,0
31325,0
28715,0
9936,0
12851,0
24834,0
12715,1
33281,0
29749,0
18425,0
25694,1
48227,0
6080,0
48192,0
20597,0
32825,0
10332,0
19333,1
34667,0
36326,0
35493,0
25370,0
3001,0
7909,0
7272,1
19836,0
26953,1
986,0
940,0
44774,0
37133,0
46904,0
34854,1
10581,0
38228,0
30432,1
27801,0
6686,1
3723,1
1511,1
1170,0
17477,0
6006,0
21224,1
12498,0
14025,0
42541,0
6190,0
35355,1
21067,1
25419,0
25449,1
32863,0
8619,0
37697,0
4011,0
29284,0
33530,0
47365,0
20628,0
22770,0
5960,0
12340,0
7132,0
12376,1
42881,1
27518,1
11464,0
43983,1
36394,0
28913,0
6697,1
26032,0
5270,0
15209,0
28373,0
25555,0
25316,1
8987,0
13553,0
28746,1
26051,0
22407,1
6468,1
34109,0
41400,0
47454,0
40291,1
21199,0
20513,1
3694,0
5545,0
8134,0
4381,1
13149,0
3249,1
9020,0
16875,0
11426,1
448,0
10068,0
48476,1
7807,1
19384,0
3907,0
45394,1
10067,0
7313,0
45027,1
12367,0
42750,0
14460,0
2960,0
30435,0
7172,0
43525,0
47031,0
7614,0
25671,0
9843,0
30101,0
12344,0
28965,0
24466,0
45703,0
20585,0
8229,0
22833,0
34622,0
43072,0
26621,0
28544,0
39509,0
32302,1
15718,1
32458,1
1469,1
6825,0
48827,0
9257,0
44985,0
30160,0
36055,0
14261,0
37082,0
44690,0
34874,0
7559,1
10351,0
36696,0
31700,0
26748,1
33044,1
23811,0
29767,0
41447,0
44692,0
5383,0
35484,0
6052,0
46660,1
17572,0
23642,0
36047,0
27889,0
1291,0
43906,0
5543,1
38753,0
46811,0
33526,0
31233,0
24356,1
33133,0
7195,0
21744,1
14683,0
2775,1
36011,1
48566,0
1397,0
15831,1
31663,0
38963,0
37714,0
18940,0
11754,1
19678,0
29852,1
41411,1
38168,0
9437,0
319,0
11424,0
3861,0
3871,0
37519,0
7967,0
33694,0
3257,0
38086,0
38853,0
22412,0
26884,0
46372,0
33305,0
40029,1
19531,1
37403,1
48147,0
44490,0
33655,0
28760,0
14792,0
24934,0
36992,0
5486,0
7912,0
3550,0
9621,0
27255,0
2843,1
589,0
39073,0
22482,0
20143,0
24434,0
24482,1
20514,0
1393,0
42608,1
47016,0
5434,0
22856,0
16669,1
18826,1
18661,0
35877,0
35021,1
39971,0
37879,1
38475,0
28807,0
12461,1
27371,1
39745,0
48320,0
10135,0
35177,0
27515,0
20386,1
5267,1
47937,0
4021,0
25850,1
4466,1
7454,0
30084,0
19712,0
45494,0
38854,0
36531,0
27534,0
9961,0
22997,0
39603,0
47742,0
942,1
35045,0
42445,0
26433,0
48286,1
5252,0
12511,0
43847,0
18914,1
42614,0
24368,0
18548,0
46259,0
19281,1
40768,0
2565,0
48158,0
46288,0
19266,0
21184,0
24168,0
18652,0
47764,0
28429,0
10673,1
9340,0
30885,1
8845,0
33920,1
12414,0
11733,0
24411,0
42036,0
24952,0
2074,1
4667,0
30324,0
29268,1
36288,1
39903,1
35621,0
25052,0
29432,0
36057,0
17531,0
30478,0
30641,0
20104,0
47757,0
8892,0
5239,0
38103,0
44813,0
31148,1
40341,0
36467,0
19326,1
32476,0
16705,0
47795,0
11726,1
42172,0
33273,1
28446,1
25566,0
12243,0
38384,0
3564,0
32889,1
46607,0
24290,0
6953,0
25982,1
34401,1
20563,1
38207,0
2278,0
15817,1
8583,0
2369,0
35686,0
12254,0
18597,1
12347,1
38142,0
38473,0
10618,1
12129,0
41551,0
44935,0
382,0
18107,0
35533,1
33180,1
12552,0
22714,0
30008,0
15776,0
47297,1
23536,0
23008,1
1580,1
42924,0
3201,0
35495,0
37665,0
19311,0
18822,0
43846,0
46816,0
39577,0
7503,1
36602,0
30543,0
23534,0
40391,0
35487,0
27527,1
16131,0
21031,0
44509,1
12170,0
24456,1
17817,0
8042,0
20085,0
2106,1
44823,1
29307,0
32898,0
48437,0
11235,0
30851,0
35565,0
14342,1
1732,0
1668,0
32872,0
406,0
9339,0
5681,0
27519,0
3390,1
16045,0
4261,0
34931,0
33191,0
47699,1
27212,1
1055,0
37703,1
20806,1
19064,0
1646,0
36198,0
19854,1
24429,0
39818,1
30368,0
44526,0
38716,1
11260,1
38708,0
9645,0
12207,1
34039,1
4457,0
22789,0
26296,0
6318,0
28194,0
10137,1
9268,1
13197,1
9026,1
8923,0
4341,1
1373,0
29298,0
12588,0
30370,0
37554,0
44035,0
27097,0
27310,0
5694,1
11099,0
7308,0
124,0
36592,0
29329,0
8907,0
30379,0
15852,1
37701,0
19759,0
10198,1
20769,0
21141,0
46486,0
8555,0
2741,0
8872,1
44268,0
8399,0
28308,1
36739,0
19366,0
16250,0
10841,0
39492,0
45097,0
27960,0
19344,0
39847,0
3100,0
37465,0
3154,1
